mountain_no,mountain_name,category,candidate_count,top_summit_candidate_id,top_score,top_confidence,top_match_status,top_candidate_generation_strategy,top_source_gpx_basename,top_track_name,top_candidate_lat,top_candidate_lon,top_candidate_ele_m,mountain_csv_lat,mountain_csv_lon,mountain_elevation_m,grounding_status,grounding_distance_m,grounding_municipality,candidate_municipality,municipality_compatibility,name_evidence_tier,elevation_diff_m,csv_coordinate_distance_m,activity_link_summary,needs_human_review,review_reason_codes,notes
437,堂堂山,v3_candidate_review_required,1,summit-candidate:f3bf8b21a01f29ef,0.65,medium,v3_candidate_review_required,fallback_name_municipality,yamap_2025-10-23_16_38.gpx,堂堂山,NaN,NaN,,,,403,,,,伊方町,compatible,strong,,,,true,grounding_missing;missing_csv_coordinate;timezone_sensitive_activity_link,
438,堂所山,v3_candidate_review_required,1,summit-candidate:192b785fe79890e5,0.65,medium,v3_candidate_review_required,fallback_name_municipality,yamap_2025-10-26_11_45.gpx,堂所山,NaN,NaN,,,,593,,,,西予市,compatible,strong,,,,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity,
442,天道ヶ頭,v3_candidate_review_required,1,summit-candidate:8d1f2bd134bed04d,0.65,medium,v3_candidate_review_required,fallback_name_municipality,yamap_2025-12-10_11_40.gpx,天道ヶ頭,NaN,NaN,,,,510,,,,今治市,compatible,strong,,,,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity,
443,根太山,v3_candidate_review_required,1,summit-candidate:b1bd2a482a691bd8,0.65,medium,v3_candidate_review_required,fallback_name_municipality,yamap_2025-12-14_12_03.gpx,根太山,NaN,NaN,,,,299,,,,大洲市,compatible,strong,,,,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity,
447,峠ヶ森,v3_candidate_review_required,1,summit-candidate:e7b64a377534c79e,0.65,medium,v3_candidate_review_required,fallback_name_municipality,yamap_2026-01-04_11_16.gpx,峠ヶ森,NaN,NaN,,,,202,,,,宇和島市,compatible,strong,,,,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity,
448,雨森山,v3_candidate_review_required,1,summit-candidate:730e21bca5cdf60d,0.65,medium,v3_candidate_review_required,fallback_name_municipality,yamap_2026-01-04_08_20.gpx,雨森山,NaN,NaN,,,,302,,,,宇和島市,compatible,strong,,,,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity,
450,高雄山,v3_candidate_review_required,1,summit-candidate:a271a6c73ad11b69,0.65,medium,v3_candidate_review_required,fallback_name_municipality,yamap_2026-01-07_09_14.gpx,高雄山,NaN,NaN,,,,388,,NaN,西予市,,unknown,strong,,,,true,missing_csv_coordinate;timezone_ambiguity,
452,黒岩岳,v3_candidate_review_required,1,summit-candidate:61304308f9a58d0d,0.65,medium,v3_candidate_review_required,fallback_name_municipality,yamap_2026-01-11_07_50.gpx,黒岩岳,NaN,NaN,,,,698,,,,伊予市,compatible,strong,,,,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity,
453,大判山,v3_candidate_review_required,1,summit-candidate:fa9a4432fbf76027,0.65,medium,v3_candidate_review_required,fallback_name_municipality,yamap_2026-01-18_06_03.gpx,大判山,NaN,NaN,,,,798,,,,西予市,compatible,strong,,,,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity,
454,竜王の峰,v3_candidate_review_required,1,summit-candidate:51c8bc6a368c422c,0.65,medium,v3_candidate_review_required,fallback_name_municipality,yamap_2026-01-18_09_11.gpx,竜王の峰,NaN,NaN,,,,534,,NaN,西予市,西予市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity,
462,鞍掛山,v3_candidate_review_required,1,summit-candidate:6b19d2116121b615,0.65,medium,v3_candidate_review_required,fallback_name_municipality,yamap_2026-02-07_11_17.gpx,鞍掛山,NaN,NaN,,,,629,,NaN,八幡浜市,,unknown,strong,,,,true,missing_csv_coordinate;timezone_ambiguity,
463,大畑山,v3_candidate_review_required,1,summit-candidate:bb84b00f3a929195,0.65,medium,v3_candidate_review_required,fallback_name_municipality,yamap_2026-02-14_08_22.gpx,大畑山,NaN,NaN,,,,645,,NaN,八幡浜市,,unknown,strong,,,,true,missing_csv_coordinate;timezone_ambiguity,
481,呉石山,v3_candidate_review_required,1,summit-candidate:784df3690acb5365,0.65,medium,v3_candidate_review_required,fallback_name_municipality,yamap_2026-03-08_07_27.gpx,呉石山,NaN,NaN,,,,826,,,,四国中央市,compatible,strong,,,,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity,
482,峰畑山,v3_candidate_review_required,1,summit-candidate:eb031d650d8e9a7a,0.65,medium,v3_candidate_review_required,fallback_name_municipality,yamap_2026-03-08_08_05.gpx,峰畑山,NaN,NaN,,,,747,,,,四国中央市,compatible,strong,,,,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity,
483,白木山,v3_candidate_review_required,1,summit-candidate:ab39145b6a448b8d,0.65,medium,v3_candidate_review_required,fallback_name_municipality,yamap_2026-03-08_10_45.gpx,白木山,NaN,NaN,,,,624,,,,四国中央市,compatible,strong,,,,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity,
486,長山,v3_candidate_review_required,1,summit-candidate:c246a8edb72dbebb,0.65,medium,v3_candidate_review_required,fallback_name_municipality,yamap_2026-03-15_06_14.gpx,長山,NaN,NaN,,,,939,,,,鬼北町,compatible,strong,,,,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity,
487,高研山,v3_candidate_review_required,1,summit-candidate:314bd84876bc3fc3,0.65,medium,v3_candidate_review_required,fallback_name_municipality,yamap_2026-03-15_10_21.gpx,高研山,NaN,NaN,,,,1055,,,,鬼北町,compatible,strong,,,,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity,
488,大ノ森,v3_candidate_review_required,1,summit-candidate:777bcc5c6ed2c27e,0.65,medium,v3_candidate_review_required,fallback_name_municipality,yamap_2026-03-17_06_58.gpx,大ノ森,NaN,NaN,,,,1320,,NaN,久万高原町,久万高原町,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity,
491,笹峠山,v3_candidate_review_required,1,summit-candidate:05007aaf499a4ecc,0.65,medium,v3_candidate_review_required,fallback_name_municipality,yamap_2026-03-21_13_44.gpx,笹峠山,NaN,NaN,,,,954,,NaN,内子町,,unknown,strong,,,,true,missing_csv_coordinate;timezone_ambiguity,
492,雨霧山,v3_candidate_review_required,1,summit-candidate:d5d39ec66a34deb5,0.65,medium,v3_candidate_review_required,fallback_name_municipality,yamap_2026-03-21_14_58.gpx,雨霧山,NaN,NaN,,,,1245,,,,内子町,compatible,strong,,,,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity,
493,三郷の辻,v3_candidate_review_required,1,summit-candidate:46ab73ee0e06e924,0.65,medium,v3_candidate_review_required,fallback_name_municipality,yamap_2026-04-11_09_14.gpx,三郷の辻,NaN,NaN,,,,931,,NaN,久万高原町,,unknown,strong,,,,true,missing_csv_coordinate;timezone_ambiguity,
496,鼻欠山,v3_candidate_review_required,1,summit-candidate:9e86644a708cb211,0.65,medium,v3_candidate_review_required,fallback_name_municipality,yamap_2026-04-19_10_27.gpx,鼻欠山,NaN,NaN,,,,446,,,,大洲市,compatible,strong,,,,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity,
