mountain_no,mountain_name,review_category,proposed_candidate_id,proposed_candidate_type,canonical_summit_candidate_id,supplemental_candidate_id,supplemental_duplicate_of_canonical_candidate_id,distance_supplemental_to_canonical_m,proposed_lat,proposed_lon,proposed_ele_m,source_gpx_basename,distance_gemini_to_proposed_m,distance_csv_to_proposed_m,elevation_diff_csv_to_proposed_m,confidence,needs_human_review,review_reason_codes,notes
403,船山,gemini_only_coordinate_review,,,,,,,33.666944,132.813611,910,,0,,0,0.96,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
407,五十崎神南山,gemini_only_coordinate_review,,,,,,,33.541389,132.585556,710,,0,,0,0.99,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
409,小屋山,gemini_only_coordinate_review,,,,,,,33.376111,132.730278,1344,,0,,0,0.97,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
410,丸石山,gemini_only_coordinate_review,,,,,,,33.385556,132.731389,1327,,0,,0,0.95,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
411,野地峰,gemini_only_coordinate_review,,,,,,,33.840278,133.585556,1279,,0,,0,0.99,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
412,黒岩山,gemini_only_coordinate_review,,,,,,,33.829167,133.593333,1350,,0,,0,0.96,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
413,大野山,gemini_only_coordinate_review,,,,,,,33.825556,133.606389,1400,,0,,0,0.96,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
414,水なし山,gemini_only_coordinate_review,,,,,,,33.474444,132.964444,1406,,0,,0,0.95,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
418,伊吹山,gemini_only_coordinate_review,,,,,,,33.773889,133.155556,1503,,0,,0,0.99,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
419,小牛城,gemini_only_coordinate_review,,,,,,,33.391389,132.711111,1142,,0,,0,0.94,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
423,鶴ノ子ノ頭,gemini_only_coordinate_review,,,,,,,33.714444,133.102222,1637,,0,,0,0.98,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
426,前社ヶ森,gemini_only_coordinate_review,,,,,,,33.766389,133.151111,1592,,0,,0,0.98,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
432,三つ足山,gemini_only_coordinate_review,,,,,,,33.819444,133.580556,1452,,0,,0,0.95,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
433,大森山,gemini_only_coordinate_review,,,,,,,33.821111,133.626389,1433,,0,,0,0.98,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
434,佐々連尾山,gemini_only_coordinate_review,,,,,,,33.823611,133.642778,1404,,0,,0,0.99,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
444,紅葉山,gemini_only_coordinate_review,,,,,,,33.518611,132.561111,376,,0,,0,0.95,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
446,池ノ城山,gemini_only_coordinate_review,,,,,,,33.528333,132.684167,589,,0,,0,0.96,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
449,御在所山,gemini_only_coordinate_review,,,,,,,33.501389,132.511111,668,,0,,0,0.96,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
450,高雄山,gemini_only_coordinate_review,,,,,,,33.353611,132.423611,388,,0,,0,0.97,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
454,竜王の峰,gemini_only_coordinate_review,,,,,,,33.376944,132.613889,534,,0,,0,0.95,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
455,船ヶ迫岳,gemini_only_coordinate_review,,,,,,,33.552778,132.653889,631,,0,,0,0.96,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
456,鎌倉山,gemini_only_coordinate_review,,,,,,,33.565278,132.685556,681,,0,,0,0.98,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
459,高森山,gemini_only_coordinate_review,,,,,,,33.335556,132.546111,634,,0,,0,0.96,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
461,尻高峰,gemini_only_coordinate_review,,,,,,,33.525556,132.471667,566,,0,,0,0.97,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
462,鞍掛山,gemini_only_coordinate_review,,,,,,,33.513511,132.446864,629,,0,,0,0.96,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
463,大畑山,gemini_only_coordinate_review,,,,,,,33.535972,132.41725,645,,0,,0,0.95,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
465,権現山,gemini_only_coordinate_review,,,,,,,33.483472,132.399583,364,,0,,0,0.94,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
466,大森山,gemini_only_coordinate_review,,,,,,,33.479528,132.531278,729,,0,,0,0.96,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
467,高森山,gemini_only_coordinate_review,,,,,,,33.435778,132.529806,819,,0,,0,0.98,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
469,寒台山,gemini_only_coordinate_review,,,,,,,33.513472,132.748694,895,,0,,0,0.95,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
470,鎧掛山,gemini_only_coordinate_review,,,,,,,33.447556,132.508583,788,,0,,0,0.96,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
471,花見山,gemini_only_coordinate_review,,,,,,,33.835833,132.793889,23,,0,,0,0.94,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
472,剣ノ山,gemini_only_coordinate_review,,,,,,,33.992222,133.729167,1105,,0,,0,0.97,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
473,三傍示山,gemini_only_coordinate_review,,,,,,,33.984167,133.716111,1157,,0,,0,0.98,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
479,四本松,gemini_only_coordinate_review,,,,,,,33.161111,132.580556,721,,0,,0,0.95,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
484,軽ノ山,gemini_only_coordinate_review,,,,,,,33.982222,132.793889,171,,0,,0,0.94,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
485,野津子山,gemini_only_coordinate_review,,,,,,,33.978889,132.791111,144,,0,,0,0.94,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
488,大ノ森,gemini_only_coordinate_review,,,,,,,33.593889,132.964444,1320,,0,,0,0.96,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
490,妙見森,gemini_only_coordinate_review,,,,,,,33.535556,132.905556,1325,,0,,0,0.96,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
491,笹峠山,gemini_only_coordinate_review,,,,,,,33.504167,132.846389,954,,0,,0,0.95,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
493,三郷の辻,gemini_only_coordinate_review,,,,,,,33.626944,132.991667,931,,0,,0,0.96,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
494,権現山,gemini_only_coordinate_review,,,,,,,33.945833,132.784722,117,,0,,0,0.95,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
498,黒森,gemini_only_coordinate_review,,,,,,,33.805556,132.941667,903,,0,,0,0.95,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
499,台ヶ森,gemini_only_coordinate_review,,,,,,,33.778611,133.155556,1501,,0,,0,0.96,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
501,大森山,gemini_only_coordinate_review,,,,,,,33.782402,133.153201,1399,,0,0,0,1,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
502,うつむき山,gemini_only_coordinate_review,,,,,,,33.568889,132.755111,535,,0,0,0,1,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
503,妙見山,gemini_only_coordinate_review,,,,,,,33.559167,132.600056,535,,0,0,0,1,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
504,鉢が森,gemini_only_coordinate_review,,,,,,,33.399236,132.615513,552,,0,0,0,1,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
505,高山寺山,gemini_only_coordinate_review,,,,,,,33.522925,132.510191,561,,0,0,0,1,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
506,陣ヶ森,gemini_only_coordinate_review,,,,,,,33.590092,132.709728,565,,0,0,0,1,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
507,牛ヶ首,gemini_only_coordinate_review,,,,,,,33.92209,133.35514,584,,0,0,0,1,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
508,三石山,gemini_only_coordinate_review,,,,,,,33.568778,132.856417,616,,0,0,0,1,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
509,感応寺山,gemini_only_coordinate_review,,,,,,,33.561222,132.579639,688,,0,0,0,1,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
510,水無権現,gemini_only_coordinate_review,,,,,,,33.612515,132.72112,703,,0,0,0,1,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
511,秋葉山,gemini_only_coordinate_review,,,,,,,33.596611,132.606278,722,,0,0,0,1,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
512,黒山,gemini_only_coordinate_review,,,,,,,33.638972,132.610639,729,,0,0,0,1,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
513,大野山,gemini_only_coordinate_review,,,,,,,33.423639,132.552972,800,,0,0,0,1,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
514,棟山,gemini_only_coordinate_review,,,,,,,33.622639,132.6035,808,,0,0,0,1,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
515,星ヶ森,gemini_only_coordinate_review,,,,,,,33.835478,133.107797,820,,0,0,0,1,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
516,草屋敷,gemini_only_coordinate_review,,,,,,,33.606248,132.614092,824,,0,0,0,1,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
517,大熊山,gemini_only_coordinate_review,,,,,,,33.767056,132.938056,856,,0,0,0,1,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
519,蒲山,gemini_only_coordinate_review,,,,,,,33.645583,132.76275,873,,0,0,0,1,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
520,牛ノ峯,gemini_only_coordinate_review,,,,,,,33.656753,132.649133,895,,0,0,0,1,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
521,小森,gemini_only_coordinate_review,,,,,,,33.791278,133.154833,932,,0,0,0,1,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
522,辻ヶ峰,gemini_only_coordinate_review,,,,,,,33.891811,133.292249,957,,0,0,0,1,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
523,常住,gemini_only_coordinate_review,,,,,,,33.781833,133.169194,984,,0,0,0,1,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
524,熊鷹山,gemini_only_coordinate_review,,,,,,,33.910568,133.401798,1095,,0,0,0,1,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
525,櫛ヶ峰,gemini_only_coordinate_review,,,,,,,33.867577,133.222072,1112,,0,0,0,1,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
526,大旗山,gemini_only_coordinate_review,,,,,,,33.507467,132.828131,1184,,0,0,0,1,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
527,兵庫山,gemini_only_coordinate_review,,,,,,,33.84801,133.50827,1303,,0,0,0,1,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
528,生之越,gemini_only_coordinate_review,,,,,,,33.466177,132.958796,1310,,0,0,0,1,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
529,玉取山,gemini_only_coordinate_review,,,,,,,33.863523,133.526051,1330,,0,0,0,1,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
530,三ヶ森,gemini_only_coordinate_review,,,,,,,33.803672,132.06812,1377,,0,92396.9,0,1,true,gemini_only_coordinate;csv_coordinate_mismatch,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
531,扇山,gemini_only_coordinate_review,,,,,,,33.8244,133.214509,1392,,0,0,0,1,true,gemini_only_coordinate,No GPX summit candidate found within 1000m. Proposing Gemini grounding coordinate directly.
