mountain_no,mountain_name,summit_candidate_id,source_gpx_basename,track_name,candidate_ele_m,mountain_elevation_m,elevation_diff_m,location_refined_candidate_score,location_refined_rank_for_mountain,location_refined_rank_for_summit_candidate,score_gap_to_next_candidate,mutual_top1,mutual_top3,confidence,review_priority,compact_review_priority,review_bucket,location_refinement_level,csv_municipality,csv_island,matched_terms,nearest_display_name,review_reason_codes,review_priority_reason_codes,compact_review_reason_codes,notes
156,梅ヶ谷山,summit-candidate:25e47e34740282d2,yamap_2022-10-28_06_21.gpx,割石峠山・石墨山・法師山・白猪山・根無山・樽谷山・梅ヶ谷山,1313.3500000000001,1316,2.65,0.7875,1,2,0.153,false,true,medium,high,high,resolve_conflict,exact_municipality_match,東温市,,東温市,"根無山林道, 東温市, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_1_but_ambiguous|top_candidate_for_multiple_mountains,shared_candidate|not_mutual_top1,"mountain=梅ヶ谷山(#156); candidate=summit-candidate:25e47e34740282d2; ref_score=0.7875; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous,top_candidate_for_multiple_mountains"
157,樽谷山,summit-candidate:16e9de2bedeb2d1c,yamap_2022-10-28_06_21.gpx,割石峠山・石墨山・法師山・白猪山・根無山・樽谷山・梅ヶ谷山,1252.3999999999999,1255,2.6,0.7875,1,1,0.051,true,true,medium,high,high,resolve_conflict,exact_municipality_match,東温市,,東温市,"根無山林道, 東温市, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_1_but_ambiguous|top_candidate_for_multiple_mountains,shared_candidate,"mountain=樽谷山(#157); candidate=summit-candidate:16e9de2bedeb2d1c; ref_score=0.7875; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous,top_candidate_for_multiple_mountains"
158,根無山,summit-candidate:5cb1fa3d9dcf60f5,yamap_2022-10-28_06_21.gpx,割石峠山・石墨山・法師山・白猪山・根無山・樽谷山・梅ヶ谷山,1237.0966666666666,1241,3.9,0.7875,1,1,0.051,true,true,medium,high,high,resolve_conflict,exact_municipality_match,東温市,,東温市,"根無山林道, 東温市, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_1_but_ambiguous|top_candidate_for_multiple_mountains,shared_candidate,"mountain=根無山(#158); candidate=summit-candidate:5cb1fa3d9dcf60f5; ref_score=0.7875; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous,top_candidate_for_multiple_mountains"
159,権現山,summit-candidate:cf97b8470d2ed1d7,yamap_2022-11-05_04_38.gpx,権現山・黒岳・エビラ山・二ッ岳,1584.2533333333333,1594,9.75,0.7875,1,1,0.102,true,true,medium,high,medium,accept_candidate_after_map_check,exact_municipality_match,新居浜市,,新居浜市,"新居浜市, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_1_but_ambiguous,clear_mutual_top1,mountain=権現山(#159); candidate=summit-candidate:cf97b8470d2ed1d7; ref_score=0.7875; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous
160,黒岳,summit-candidate:ffa6a88e4e680fd5,yamap_2022-11-05_04_38.gpx,権現山・黒岳・エビラ山・二ッ岳,1626.996666666667,1636,9,0.7875,1,1,0.051,true,true,medium,high,medium,accept_candidate_after_map_check,exact_municipality_match,新居浜市,,新居浜市,"新居浜市, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_1_but_ambiguous,clear_mutual_top1,mountain=黒岳(#160); candidate=summit-candidate:ffa6a88e4e680fd5; ref_score=0.7875; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous
161,エビラ山,summit-candidate:09547fd48f24d064,yamap_2022-11-05_04_38.gpx,権現山・黒岳・エビラ山・二ッ岳,1672.3333333333333,1673,0.67,0.7875,1,1,0,true,true,medium,high,high,resolve_conflict,exact_municipality_match,新居浜市,,新居浜市,"新居浜市, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_1_but_ambiguous|top_candidate_for_multiple_mountains,shared_candidate,"mountain=エビラ山(#161); candidate=summit-candidate:09547fd48f24d064; ref_score=0.7875; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous,top_candidate_for_multiple_mountains"
162,二ッ岳,summit-candidate:09547fd48f24d064,yamap_2022-11-05_04_38.gpx,権現山・黒岳・エビラ山・二ッ岳,1672.3333333333333,1647,25.33,0.7365,1,2,0,false,true,medium,high,high,resolve_conflict,exact_municipality_match,新居浜市,,新居浜市,"新居浜市, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_1_but_ambiguous|top_candidate_for_multiple_mountains,shared_candidate|not_mutual_top1,"mountain=二ッ岳(#162); candidate=summit-candidate:09547fd48f24d064; ref_score=0.7365; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous,top_candidate_for_multiple_mountains"
163,鹿島山,summit-candidate:e4fbd033b13d73ce,yamap_2022-11-07_12_37.gpx,鹿島山,99.19338457582633,114,14.81,0.7365,1,1,0.2465,true,true,medium,high,medium,accept_candidate_after_map_check,exact_municipality_match,松山市,,松山市,"鹿島展望台, 鹿島公園線, 土手内, 松山市, 愛媛県, 799-2499, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_1_but_ambiguous,clear_mutual_top1,mountain=鹿島山(#163); candidate=summit-candidate:e4fbd033b13d73ce; ref_score=0.7365; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous
164,出石山,summit-candidate:615a70cf4401199b,yamap_2022-11-14_13_02.gpx,出石山,822.6353431394673,812,10.64,0.7365,1,1,0.2975,true,true,medium,high,high,resolve_conflict,exact_municipality_match,大洲市,,大洲市,"別格7番 出石寺, 1, 大洲市, 愛媛県, 799-3462, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_1_but_ambiguous|top_candidate_for_multiple_mountains,shared_candidate,"mountain=出石山(#164); candidate=summit-candidate:615a70cf4401199b; ref_score=0.7365; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous,top_candidate_for_multiple_mountains"
165,綱繰山,summit-candidate:53d0e375c60814f6,yamap_2022-11-26_04_41.gpx,銅山峰・西山・綱繰山・獅子舞の鼻・冠山・平家平,1457.99,1466,8.01,0.7875,1,1,0.102,true,true,medium,high,high,resolve_conflict,exact_municipality_match,新居浜市,,新居浜市,"新居浜市, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_1_but_ambiguous|top_candidate_for_multiple_mountains,shared_candidate,"mountain=綱繰山(#165); candidate=summit-candidate:53d0e375c60814f6; ref_score=0.7875; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous,top_candidate_for_multiple_mountains"
166,獅子舞の鼻,summit-candidate:53d0e375c60814f6,yamap_2022-11-26_04_41.gpx,銅山峰・西山・綱繰山・獅子舞の鼻・冠山・平家平,1457.99,1482,24.01,0.7365,1,2,0.102,false,true,medium,high,high,resolve_conflict,exact_municipality_match,新居浜市,,新居浜市,"新居浜市, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_1_but_ambiguous|top_candidate_for_multiple_mountains,shared_candidate|not_mutual_top1,"mountain=獅子舞の鼻(#166); candidate=summit-candidate:53d0e375c60814f6; ref_score=0.7365; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous,top_candidate_for_multiple_mountains"
167,冠山,summit-candidate:006436491de34784,yamap_2022-11-26_04_41.gpx,銅山峰・西山・綱繰山・獅子舞の鼻・冠山・平家平,1729.61,1731,1.39,0.7875,1,1,0.153,true,true,medium,high,high,resolve_conflict,exact_municipality_match,新居浜市,,新居浜市,"新居浜市, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_1_but_ambiguous|top_candidate_for_multiple_mountains,shared_candidate,"mountain=冠山(#167); candidate=summit-candidate:006436491de34784; ref_score=0.7875; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous,top_candidate_for_multiple_mountains"
168,遠ヶ森,summit-candidate:02fa4cfab6fa90d3,yamap_2022-12-12_08_41.gpx,遠ヶ森,731.4733333333334,728,3.47,0.7875,1,1,0.3325,true,true,medium,high,high,resolve_conflict,exact_municipality_match,松山市,,松山市,"国道440号, 久谷町, 松山市, 愛媛県, 791-2133, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|activity_link_ambiguous,top_1_but_ambiguous|top_candidate_for_multiple_mountains,shared_candidate,"mountain=遠ヶ森(#168); candidate=summit-candidate:02fa4cfab6fa90d3; ref_score=0.7875; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous,top_candidate_for_multiple_mountains"
169,扇山,summit-candidate:9acc21860aa8a208,yamap_2022-12-12_10_30.gpx,扇山,192.99666666666667,200,7,0.7875,1,1,0.3325,true,true,medium,high,medium,accept_candidate_after_map_check,exact_municipality_match,砥部町,,砥部町,"三角, 砥部町, 伊予郡, 愛媛県, 791-2191, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|activity_link_ambiguous,top_1_but_ambiguous,clear_mutual_top1,mountain=扇山(#169); candidate=summit-candidate:9acc21860aa8a208; ref_score=0.7875; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous
170,高山,summit-candidate:101c1b0635c0bec0,yamap_2022-12-25_10_09.gpx,高山,131.66666666666666,135,3.33,0.7875,1,1,0.051,true,true,medium,high,high,resolve_conflict,exact_municipality_match,今治市,,今治市,"波方町馬刀潟, 今治市, 愛媛県, 794-8511, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|activity_link_ambiguous,top_1_but_ambiguous|top_candidate_for_multiple_mountains,shared_candidate,"mountain=高山(#170); candidate=summit-candidate:101c1b0635c0bec0; ref_score=0.7875; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous,top_candidate_for_multiple_mountains"
171,塔ノ峰,summit-candidate:101c1b0635c0bec0,yamap_2022-12-25_10_09.gpx,高山,131.66666666666666,150,18.33,0.7365,1,2,0.051,false,true,medium,high,high,resolve_conflict,exact_municipality_match,今治市,,今治市,"波方町馬刀潟, 今治市, 愛媛県, 794-8511, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|activity_link_ambiguous,top_1_but_ambiguous|top_candidate_for_multiple_mountains,shared_candidate|not_mutual_top1,"mountain=塔ノ峰(#171); candidate=summit-candidate:101c1b0635c0bec0; ref_score=0.7365; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous,top_candidate_for_multiple_mountains"
172,海山,summit-candidate:101c1b0635c0bec0,yamap_2022-12-25_10_09.gpx,高山,131.66666666666666,155,23.33,0.7365,1,3,0.051,false,true,medium,high,high,resolve_conflict,exact_municipality_match,今治市,,今治市,"波方町馬刀潟, 今治市, 愛媛県, 794-8511, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|activity_link_ambiguous,top_1_but_ambiguous|top_candidate_for_multiple_mountains,shared_candidate|not_mutual_top1,"mountain=海山(#172); candidate=summit-candidate:101c1b0635c0bec0; ref_score=0.7365; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous,top_candidate_for_multiple_mountains"
173,近見山,summit-candidate:d5b708b4d3aa86a0,yamap_2022-12-25_11_41.gpx,近見山,239.86,244,4.14,0.7875,1,1,0.153,true,true,medium,high,medium,accept_candidate_after_map_check,exact_municipality_match,今治市,,今治市,"近見町五丁目, 今治市, 愛媛県, 794-8511, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|activity_link_ambiguous,top_1_but_ambiguous,clear_mutual_top1,mountain=近見山(#173); candidate=summit-candidate:d5b708b4d3aa86a0; ref_score=0.7875; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous
174,唐子山,summit-candidate:71f4bbfe52f75585,yamap_2022-12-25_12_44.gpx,唐子山,108.91779584922217,105,3.92,0.7875,1,1,0.051,true,true,medium,high,medium,accept_candidate_after_map_check,exact_municipality_match,今治市,,今治市,"古国分三丁目, 今治市, 愛媛県, 794-8511, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|activity_link_ambiguous,top_1_but_ambiguous,clear_mutual_top1,mountain=唐子山(#174); candidate=summit-candidate:71f4bbfe52f75585; ref_score=0.7875; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous
175,医王山,summit-candidate:1ed32ce6414c2781,yamap_2022-12-25_13_36.gpx,医王山,98.37666666666667,100,1.62,0.7875,1,1,0.1795,true,true,medium,high,high,resolve_conflict,exact_municipality_match,西条市,,西条市,"孫兵衛作壬生川線, 楠, 西条市, 愛媛県, 799-1303, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|activity_link_ambiguous,top_1_but_ambiguous|top_candidate_for_multiple_mountains,shared_candidate,"mountain=医王山(#175); candidate=summit-candidate:1ed32ce6414c2781; ref_score=0.7875; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous,top_candidate_for_multiple_mountains"
176,永納山(永納山城址),summit-candidate:1ed32ce6414c2781,yamap_2022-12-25_13_36.gpx,医王山,98.37666666666667,132,33.62,0.6855,1,2,0.0775,false,true,medium,high,high,resolve_conflict,exact_municipality_match,西条市,,西条市,"孫兵衛作壬生川線, 楠, 西条市, 愛媛県, 799-1303, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|activity_link_ambiguous,top_1_but_ambiguous|top_candidate_for_multiple_mountains,shared_candidate|not_mutual_top1,"mountain=永納山(永納山城址)(#176); candidate=summit-candidate:1ed32ce6414c2781; ref_score=0.6855; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous,top_candidate_for_multiple_mountains"
177,佐々久山,summit-candidate:1ed32ce6414c2781,yamap_2022-12-25_13_36.gpx,医王山,98.37666666666667,56,42.38,0.6855,1,3,0.2305,false,true,medium,high,high,resolve_conflict,exact_municipality_match,西条市,,西条市,"孫兵衛作壬生川線, 楠, 西条市, 愛媛県, 799-1303, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|activity_link_ambiguous,top_1_but_ambiguous|top_candidate_for_multiple_mountains,shared_candidate|not_mutual_top1,"mountain=佐々久山(#177); candidate=summit-candidate:1ed32ce6414c2781; ref_score=0.6855; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous,top_candidate_for_multiple_mountains"
178,土亀山,summit-candidate:5c9365b2a5a9c97f,yamap_2022-12-31_15_00.gpx,星岡山,69.03333333333333,50,19.03,0.7365,1,2,0.2465,false,true,medium,high,high,resolve_conflict,exact_municipality_match,松山市,,松山市,"星岡四丁目, 星岡町, 松山市, 愛媛県, 960-0951, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|activity_link_ambiguous|timezone_sensitive_activity_link,top_1_but_ambiguous|top_candidate_for_multiple_mountains,shared_candidate|not_mutual_top1,"mountain=土亀山(#178); candidate=summit-candidate:5c9365b2a5a9c97f; ref_score=0.7365; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous,top_candidate_for_multiple_mountains"
179,天山,summit-candidate:5c9365b2a5a9c97f,yamap_2022-12-31_15_00.gpx,星岡山,69.03333333333333,51,18.03,0.7365,1,3,0,false,true,medium,high,high,resolve_conflict,exact_municipality_match,松山市,,松山市,"星岡四丁目, 星岡町, 松山市, 愛媛県, 960-0951, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|activity_link_ambiguous|timezone_sensitive_activity_link,top_1_but_ambiguous|top_candidate_for_multiple_mountains,shared_candidate|not_mutual_top1,"mountain=天山(#179); candidate=summit-candidate:5c9365b2a5a9c97f; ref_score=0.7365; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous,top_candidate_for_multiple_mountains"
180,東山,summit-candidate:2b7cce23b57844a5,yamap_2022-10-08_06_12.gpx,東山・西赤石山・物住頭・前赤石山・東赤石山・八巻山,1699.1266666666668,1392,307.13,0.6345,1,4,0,false,false,medium,high,high,resolve_conflict,exact_municipality_match,新居浜市,,新居浜市,"新居浜市, 愛媛県, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_elevation_evidence|missing_csv_coordinate,top_1_but_ambiguous|top_candidate_for_multiple_mountains,shared_candidate|not_mutual_top1,"mountain=東山(#180); candidate=summit-candidate:2b7cce23b57844a5; ref_score=0.6345; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous,top_candidate_for_multiple_mountains"
181,星岡山,summit-candidate:5c9365b2a5a9c97f,yamap_2022-12-31_15_00.gpx,星岡山,69.03333333333333,75,5.97,0.7875,1,1,0.2975,true,true,medium,high,high,resolve_conflict,exact_municipality_match,松山市,,松山市,"星岡四丁目, 星岡町, 松山市, 愛媛県, 960-0951, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|activity_link_ambiguous|timezone_sensitive_activity_link,top_1_but_ambiguous|top_candidate_for_multiple_mountains,shared_candidate,"mountain=星岡山(#181); candidate=summit-candidate:5c9365b2a5a9c97f; ref_score=0.7875; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous,top_candidate_for_multiple_mountains"
182,河原樋山,summit-candidate:b1d864fd1fcc9dcb,yamap_2023-01-03_07_36.gpx,福見山・河原樋山・真松嶺・柿王寺森,860.4766666666668,864,3.52,0.7875,1,1,0.153,true,true,medium,high,medium,accept_candidate_after_map_check,exact_municipality_match,松山市,,松山市,"川の郷町, 松山市, 愛媛県, 791-0132, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_1_but_ambiguous,clear_mutual_top1,mountain=河原樋山(#182); candidate=summit-candidate:b1d864fd1fcc9dcb; ref_score=0.7875; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous
183,真松嶺,summit-candidate:74dd1729abbd7bb5,yamap_2023-01-03_07_36.gpx,福見山・河原樋山・真松嶺・柿王寺森,538.9699999999999,548,9.03,0.7875,1,1,0,true,true,medium,high,high,resolve_conflict,exact_municipality_match,松山市,,松山市,"河中平井停車場線, 河中町, 松山市, 愛媛県, 791-0132, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_1_but_ambiguous|top_candidate_for_multiple_mountains,shared_candidate,"mountain=真松嶺(#183); candidate=summit-candidate:74dd1729abbd7bb5; ref_score=0.7875; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous,top_candidate_for_multiple_mountains"
184,柿王寺森,summit-candidate:74dd1729abbd7bb5,yamap_2023-01-03_07_36.gpx,福見山・河原樋山・真松嶺・柿王寺森,538.9699999999999,545,6.03,0.7875,1,2,0,false,true,medium,high,high,resolve_conflict,exact_municipality_match,松山市,,松山市,"河中平井停車場線, 河中町, 松山市, 愛媛県, 791-0132, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_1_but_ambiguous|top_candidate_for_multiple_mountains,shared_candidate|not_mutual_top1,"mountain=柿王寺森(#184); candidate=summit-candidate:74dd1729abbd7bb5; ref_score=0.7875; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous,top_candidate_for_multiple_mountains"
185,岩子山,summit-candidate:45f49d8fd831427c,yamap_2023-01-06_11_33.gpx,岩子山・垣生山・津田山・弁天山,110.77666666666669,111,0.22,0.7875,1,1,0,true,true,medium,high,high,resolve_conflict,exact_municipality_match,松山市,,松山市,"垣生山公園登山道, 高岡町, 松山市, 愛媛県, 791-8036, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_1_but_ambiguous|top_candidate_for_multiple_mountains,shared_candidate,"mountain=岩子山(#185); candidate=summit-candidate:45f49d8fd831427c; ref_score=0.7875; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous,top_candidate_for_multiple_mountains"
186,垣生山,summit-candidate:45f49d8fd831427c,yamap_2023-01-06_11_33.gpx,岩子山・垣生山・津田山・弁天山,110.77666666666669,118,7.22,0.7875,1,2,0,false,true,medium,high,high,resolve_conflict,exact_municipality_match,松山市,,松山市,"垣生山公園登山道, 高岡町, 松山市, 愛媛県, 791-8036, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_1_but_ambiguous|top_candidate_for_multiple_mountains,shared_candidate|not_mutual_top1,"mountain=垣生山(#186); candidate=summit-candidate:45f49d8fd831427c; ref_score=0.7875; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous,top_candidate_for_multiple_mountains"
187,津田山,summit-candidate:45f49d8fd831427c,yamap_2023-01-06_11_33.gpx,岩子山・垣生山・津田山・弁天山,110.77666666666669,110,0.78,0.7875,1,3,0,false,true,medium,high,high,resolve_conflict,exact_municipality_match,松山市,,松山市,"垣生山公園登山道, 高岡町, 松山市, 愛媛県, 791-8036, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_1_but_ambiguous|top_candidate_for_multiple_mountains,shared_candidate|not_mutual_top1,"mountain=津田山(#187); candidate=summit-candidate:45f49d8fd831427c; ref_score=0.7875; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous,top_candidate_for_multiple_mountains"
188,弁天山,summit-candidate:8178723bbadb1c72,yamap_2023-01-06_11_33.gpx,岩子山・垣生山・津田山・弁天山,123.67,130,6.33,0.7875,1,2,0.051,false,true,medium,high,high,resolve_conflict,exact_municipality_match,松山市,,松山市,"別府町, 松山市, 愛媛県, 791-8057, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate,top_1_but_ambiguous,not_mutual_top1,mountain=弁天山(#188); candidate=summit-candidate:8178723bbadb1c72; ref_score=0.7875; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous
189,権現山,summit-candidate:32bb5e7e1071e808,yamap_2023-01-08_09_18.gpx,権現山,497.2277182534487,491,6.23,0.7875,1,1,0.153,true,true,medium,high,medium,accept_candidate_after_map_check,exact_municipality_match,愛南町,,愛南町,"平城高茂岬線, 中泊, 愛南町, 南宇和郡, 愛媛県, 798-4125, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|activity_link_ambiguous,top_1_but_ambiguous,clear_mutual_top1,mountain=権現山(#189); candidate=summit-candidate:32bb5e7e1071e808; ref_score=0.7875; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous
190,黒瀬山（黒瀬城址）,summit-candidate:8a7a47d167c1aba6,yamap_2023-01-08_14_24.gpx,黒瀬山(黒瀬城址)・岡山(岡山城址)・鉢ヶ森(鉢ヶ森城址)・護摩ヶ森(護摩ヶ森城址)・我合山(...,349.4466666666667,341,8.45,0.7875,1,1,0.102,true,true,medium,high,high,resolve_conflict,exact_municipality_match,西予市,,西予市,"宇和町神領, 西予市, 愛媛県, 797-0015, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|activity_link_ambiguous,top_1_but_ambiguous|top_candidate_for_multiple_mountains,shared_candidate,"mountain=黒瀬山（黒瀬城址）(#190); candidate=summit-candidate:8a7a47d167c1aba6; ref_score=0.7875; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous,top_candidate_for_multiple_mountains"
191,岡山（岡城址）,summit-candidate:8a7a47d167c1aba6,yamap_2023-01-08_14_24.gpx,黒瀬山(黒瀬城址)・岡山(岡山城址)・鉢ヶ森(鉢ヶ森城址)・護摩ヶ森(護摩ヶ森城址)・我合山(...,349.4466666666667,360,10.55,0.58775,1,5,0,false,false,low,high,high,resolve_conflict,exact_municipality_match,西予市,,西予市,"宇和町神領, 西予市, 愛媛県, 797-0015, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|weak_name_evidence|missing_csv_coordinate|activity_link_ambiguous,top_1_but_ambiguous|top_candidate_for_multiple_mountains,shared_candidate|not_mutual_top1,"mountain=岡山（岡城址）(#191); candidate=summit-candidate:8a7a47d167c1aba6; ref_score=0.58775; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous,top_candidate_for_multiple_mountains"
192,鉢ヶ森（鉢ヶ森城址）,summit-candidate:a660f8ef78c69ab0,yamap_2023-01-08_14_24.gpx,黒瀬山(黒瀬城址)・岡山(岡山城址)・鉢ヶ森(鉢ヶ森城址)・護摩ヶ森(護摩ヶ森城址)・我合山(...,432.21000000000004,434,1.79,0.7875,1,1,0.153,true,true,medium,high,medium,accept_candidate_after_map_check,exact_municipality_match,西予市,,西予市,"宇和町久枝, 西予市, 愛媛県, 797-0015, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|activity_link_ambiguous,top_1_but_ambiguous,clear_mutual_top1,mountain=鉢ヶ森（鉢ヶ森城址）(#192); candidate=summit-candidate:a660f8ef78c69ab0; ref_score=0.7875; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous
193,護摩ヶ森（護摩ヶ森城址）,summit-candidate:a5f51c62e44d0847,yamap_2023-01-08_14_24.gpx,黒瀬山(黒瀬城址)・岡山(岡山城址)・鉢ヶ森(鉢ヶ森城址)・護摩ヶ森(護摩ヶ森城址)・我合山(...,379.3966666666667,380,0.6,0.7875,1,1,0.102,true,true,medium,high,medium,accept_candidate_after_map_check,exact_municipality_match,西予市,,西予市,"宇和町神領, 西予市, 愛媛県, 797-0015, 日本",multiple_candidates_for_mountain|multiple_mountains_for_candidate|missing_csv_coordinate|activity_link_ambiguous,top_1_but_ambiguous,clear_mutual_top1,mountain=護摩ヶ森（護摩ヶ森城址）(#193); candidate=summit-candidate:a5f51c62e44d0847; ref_score=0.7875; ref_rank=1; loc_level=exact_municipality_match; priority=high; priority_reasons=top_1_but_ambiguous
